2.458295924369812012e+06,-3.567585809942164232e-02,8.414850239894220429e-01
2.458295998378525954e+06,2.229161204204782587e-01,1.013338346167540038e+00
2.458314676181812771e+06,4.845569337884113592e-01,8.854709230554588251e-01
2.458314750189860817e+06,-2.568534143808322012e-01,1.037512663515884892e+00
2.458356873265536968e+06,-7.567838446937347197e-02,8.983630078402057295e-01
2.458356947299197782e+06,1.830007602865307004e-01,1.005145129096643553e+00
2.458375947483178228e+06,-4.289361854787537842e-01,9.742914979527582675e-01
2.458413584685304202e+06,7.826134984984547960e-02,9.311014624299617237e-01
2.458413658660888206e+06,3.367375698901612924e-01,9.889672527703722293e-01
2.458441896348201204e+06,1.327753349630817446e-03,8.741626866845427779e-01
2.458442072498100810e+06,-3.831913305680457738e-01,9.983487563745556681e-01
2.458471811094138771e+06,-4.743138720967134958e-01,9.115837180849521992e-01
2.458471885099309031e+06,-2.157342754679899555e-01,1.020567298527001565e+00
2.458511116946334951e+06,-1.367282631447062080e-01,9.716597784061521415e-01
2.458511293102752883e+06,4.787754284583381481e-01,8.789171942146640770e-01
2.458537294186654035e+06,3.285061092019924134e-01,1.000694304104624344e+00
2.458537368195477873e+06,-4.129015282930461606e-01,9.777089143994318610e-01
2.458574528628299944e+06,4.284284216264468981e-01,8.935464495119402883e-01
2.458607512769948225e+06,-3.225151592642889753e-01,1.017911705589969351e+00
2.458607586752179079e+06,-6.401571463597688361e-02,8.569042065336381908e-01
2.458633507473349106e+06,-4.950784234006145867e-01,8.984004133655828506e-01
2.458633581483317073e+06,-2.364820632206702244e-01,1.023820050815210658e+00
2.458673964877129998e+06,-1.338855012342923256e-01,9.739548845318045656e-01
2.458674038913495839e+06,1.248030950861116484e-01,9.671369825023994338e-01
2.458691717313470785e+06,-1.055459666642026839e-01,9.542717628044503630e-01
2.458691791320795193e+06,1.530411567225474223e-01,9.968531150680433051e-01
